연번,검사년도,검사월,수도사업자,정수장명,수원종류,수질검사기관,일반세균,총대장균군,납,불소,비소,셀레늄,수은,시안,크롬,암모니아성질소,질산성질소,카드뮴,페놀,총트리할로메탄,다이아지논,파라티온,1_2-디브로모-3-클로로프로판,페니트로티온,카바릴,1_1_1-트리클로로에탄,테트라클로로에틸렌,트리클로로에틸렌,디클로로메탄,벤젠,톨루엔,에틸벤젠,크실렌,1_1-디클로로에틸렌,사염화탄소,경도,과망간산칼륨소비량,냄새,맛,동,색도,세제,수소이온농도,아연,염소이온,증발잔류물,철,망간,탁도,황산이온,알루미늄,잔류염소,붕소,클로로포름,대장균-분원성대장균군,클로랄하이드레이트,디브로모아세토니트릴,디클로로아세토니트릴,트리클로로아세토니트릴,할로아세틱에시드,브로모디클로로메탄,디브로모클로로메탄,1_4-다이옥산,포름알데히드,브롬산염,우라늄
7655,2020,6,부산광역시,범어사,호소수,부산시-상수도사업본부,0,불검출,0,0,0,0,0,0,0,0,0.2,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.9,적합,적합,0,0,0,6.5,0,5.7,22,0,0,0.1,4,0,0.55,0,0.007,불검출,0.0009,0,0.0005,0,0.003,0,0,0,0,0,
7656,2020,6,부산광역시,화명,하천수,부산시-상수도사업본부,0,불검출,0,0,0,0,0,0,0,0,1.6,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,1.1,적합,적합,0,0,0,6.9,0.007,34.4,198,0,0,0.07,43,0,0.54,0.05,0.013,불검출,0.0008,0,0,0,0,0.008,0.004,0,0,0.0009,
7657,2020,6,대구광역시,가창,호소수,대구시-상수도사업본부,0,불검출,0,0,0,0,0,0,0,0,0.7,0,0,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,2.1,적합,적합,0,0,0,7.2,0,11.2,82,0,0,0.05,6,0.03,0.6,0,0.011,불검출,0.004,0,0.0018,0,0.018,0.003,0,0,0,0,
7658,2020,6,대구광역시,고산,호소수,대구시-상수도사업본부,0,불검출,0,0,0,0,0,0,0,0,0.8,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1.9,적합,적합,0,0,0,6.9,0.006,7.5,54,0,0,0.06,7,0,0.51,0,0.007,불검출,0.0029,0,0.0014,0,0.021,0,0,0,0,0,
7659,2020,6,대구광역시,공산,호소수,대구시-상수도사업본부,0,불검출,0,0,0,0,0,0,0,0,1.6,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1.9,적합,적합,0,0,0,7.4,0,17.4,114,0,0,0.08,13,0.02,0.68,0.01,0,불검출,0.0011,0,0,0,0.002,0,0,0,0,0,
7660,2020,6,대구광역시,매곡,하천수,대구시-상수도사업본부,0,불검출,0,0,0,0,0,0,0,0,1.1,0,0,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,1.7,적합,적합,0,0,0,6.9,0,32.3,194,0,0,0.07,31,0.03,0.58,0.03,0.01,불검출,0.0013,0,0,0,0.003,0.007,0.005,0,0,0,
7661,2020,6,대구광역시,문산,하천수,대구시-상수도사업본부,0,불검출,0,0,0,0,0,0,0,0,1.1,0,0,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,1.8,적합,적합,0,0,0,7.1,0,30,192,0,0,0.06,31,0.02,0.61,0.03,0.01,불검출,0.0012,0.0005,0,0,0.003,0.008,0.005,0,0,0,
7662,2020,6,인천광역시,강화,지하수,인천시-상수도사업본부,0,불검출,0,0,0,0,0,0,0,0,1.4,0,0,0.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,1.3,적합,적합,0.008,0,0,7.3,0.014,26.1,140,0,0,0.05,16,0.04,0.54,0.02,0.023,불검출,0.0039,0,0.0025,0,0.011,0.01,0.003,0,0,0.0008,0
7663,2020,6,인천광역시,공촌,하천수,인천시-상수도사업본부,0,불검출,0,0,0,0,0,0,0,0,1.4,0,0,0.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,1.3,적합,적합,0,0,0,7.2,0,25.7,140,0,0,0.05,16,0.04,0.7,0.02,0.02,불검출,0.0011,0,0.0011,0,0.003,0.008,0,0,0,0.0006,
7664,2020,6,인천광역시,길상,지하수,인천시-상수도사업본부,0,불검출,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0.5,적합,적합,0,0,0,7.8,0.002,20.6,182,0,0,0.06,13,0,0.69,0,0,불검출,0,0.0018,0,0,0,0,0,0,0,0,1.4
7665,2020,6,인천광역시,남동,하천수,인천시-상수도사업본부,0,불검출,0,0,0,0,0,0,0,0,1.5,0,0,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,1.9,적합,적합,0,0,0,7.4,0,22.8,143,0,0,0.05,16,0.08,0.71,0.01,0.017,불검출,0.0059,0,0.0046,0,0.017,0.007,0,0,0,0,
7666,2020,6,인천광역시,백령,호소수,인천시-상수도사업본부,0,불검출,0,0,0,0,0,0,0,0,1.3,0,0,0.069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,4.9,적합,적합,0,0,0,7.8,0.013,55.6,169,0,0,0.06,22,0,0.71,0.04,0.027,불검출,0.0123,0.0043,0.0051,0,0.046,0.024,0.016,0,0,0.0027,
7667,2020,6,인천광역시,부평,하천수,인천시-상수도사업본부,0,불검출,0,0,0,0,0,0,0,0,1.4,0,0,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,1.6,적합,적합,0,0,0,7.1,0,23.6,138,0,0,0.05,15,0.03,0.78,0.02,0.016,불검출,0.0013,0,0.0013,0,0.004,0.008,0,0,0,0.0009,
7668,2020,6,인천광역시,수산,하천수,인천시-상수도사업본부,0,불검출,0,0,0,0,0,0,0,0,1.5,0,0,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,2.1,적합,적합,0,0,0,7.5,0,22.8,148,0,0,0.05,16,0.09,0.72,0.01,0.019,불검출,0.0075,0,0.0052,0,0.019,0.008,0,0,0,0.0005,
7669,2020,6,광주광역시,덕남,호소수,광주시-상수도사업본부,0,불검출,0,0,0,0,0,0,0,0,0.6,0,0,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1.4,적합,적합,0,1,0,6.9,0,8.5,48,0,0,0.05,5,0,0.71,0,0.01,불검출,0,0,0.0007,0,0,0.005,0,0,0,0,0
7670,2020,6,광주광역시,용연,호소수,광주시-상수도사업본부,0,불검출,0,0,0,0,0,0,0,0,0.6,0,0,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1.7,적합,적합,0,1,0,7,0.004,9,49,0,0,0.05,5,0,0.69,0,0.009,불검출,0,0,0.0006,0,0,0.005,0,0,0,0,0
7671,2020,6,대전광역시,송촌,호소수,대전시-상수도사업본부,0,불검출,0,0,0,0,0,0,0,0,1,0,0,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,2.2,적합,적합,0,1,0,7.1,0,18.4,89,0,0,0.05,10,0,0.7,0,0.016,불검출,0.0041,0,0.0056,0,0.016,0.007,0,0,0,0,
7672,2020,6,대전광역시,신탄진,하천수,대전시-상수도사업본부,0,불검출,0,0,0,0,0,0,0,0,1,0,0,0.042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,2.3,적합,적합,0,0,0,7,0.008,16.1,85,0,0,0.06,10,0,0.59,0,0.032,불검출,0.0061,0,0.007,0,0.028,0.01,0,0,0,0,
7673,2020,6,대전광역시,월평,호소수,대전시-상수도사업본부,0,불검출,0,0,0,0,0,0,0,0,1,0,0,0.038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,2.2,적합,적합,0,1,0,7,0,17,80,0,0,0.06,10,0,0.67,0,0.029,불검출,0.0055,0,0.0062,0,0.021,0.009,0,0,0,0,
7674,2020,6,울산광역시,천상,호소수,울산시-상수도사업본부,0,불검출,0,0,0,0,0,0,0,0,0.6,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,1.2,적합,적합,0,0,0,6.8,0,13.2,97,0,0,0.06,9,0,0.51,0.01,0,불검출,0,0.0006,0,0,0.005,0.003,0,0,0,0,
7675,2020,6,울산광역시,회야,호소수,울산시-상수도사업본부,0,불검출,0,0,0,0,0,0,0,0,0.9,0,0,0.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,1.9,적합,적합,0,0,0,7.1,0.008,53.4,293,0,0,0.09,59,0.04,0.52,0.05,0.003,불검출,0,0.0019,0,0,0.006,0.008,0.013,0,0,0,
7676,2020,6,경기도 수원시,광교,호소수,자체수질검사,0,불검출,0,0,0,0,0,0,0,0,1.6,0,0,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,1.4,적합,적합,0,0,0,7.4,0.009,23.1,247,0,0,0.06,16,0.04,0.74,0,0.01,불검출,0.0082,0.0057,0.0009,0,0.016,0.007,0.004,0,0,0,0
7677,2020,6,경기도 수원시,파장,호소수,자체수질검사,0,불검출,0,0,0,0,0,0,0,0,1.4,0,0,0.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,1.8,적합,적합,0,0,0,7.5,0.004,23.4,226,0,0,0.05,17,0.06,0.84,0,0.025,불검출,0.0159,0.0083,0.0011,0,0.03,0.01,0.004,0,0,0,0
7678,2020,6,경기도 성남시,복정3,하천수,성남시 맑은물 관리사업소,0,불검출,0,0,0,0,0,0,0,0,1.8,0,0,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,2.2,적합,적합,0,0,0,7.2,0.003,27.1,142,0,0,0.06,19,0.07,0.72,0.01,0.013,불검출,0.0023,0.0015,0.002,0,0.013,0.006,0,0,0,0,
7679,2020,6,경기도 의정부시,가능,호소수,경기-보건환경연구원,0,불검출,0,0,0,0,0,0,0,0,1.1,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0.9,적합,적합,0.014,0,0,7.2,0.006,8,75,0,0,0,6,0,0.44,0,0.015,불검출,0.0016,0,0.0008,0,0.002,0.008,0.002,0,0,0,
7680,2020,6,경기도 안양시,비산정수장,호소수,(주)혜성환경,0,불검출,0,0,0,0,0,0,0,0,1.7,0,0,0.043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,3.1,적합,적합,0,1,0,7.2,0,18,102,0,0,0.04,14,0.09,0.88,0,0.035,불검출,0.0008,0,0,0,0.014,0.008,0,0,0,0,
7681,2020,6,경기도 안양시,청계통합,호소수,(주)혜성환경,0,불검출,0,0,0,0,0,0,0,0,1.5,0,0,0.042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,2.2,적합,적합,0,1,0,7.2,0,19.2,98,0,0,0.07,12,0.05,0.73,0,0.035,불검출,0.0007,0,0,0,0.01,0.007,0,0,0,0,
7682,2020,6,경기도 안양시,포일,호소수,(주)혜성환경,0,불검출,0,0,0,0,0,0,0,0,1.8,0,0,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,2.4,적합,적합,0,1,0,7.2,0.003,20.7,98,0,0,0.06,14,0.07,0.69,0,0.028,불검출,0.0007,0,0,0,0.008,0.007,0,0,0,0,
7683,2020,6,경기도 부천시,까치울,호소수,부천시먹는물검사기관,0,불검출,0,0.15,0,0,0,0,0,0,1.6,0,0,0.044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,2.8,적합,적합,0,0,0,7.2,0,21.9,139,0,0,0.06,14,0.07,0.71,0,0.033,불검출,0.0042,0,0.0033,0,0.033,0.009,0.002,0,0,0,
7684,2020,6,경기도 광명시,노온,호소수,부천시상수도사업소,0,불검출,0,0.16,0,0,0,0,0,0,1.7,0,0,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,2.2,적합,적합,0,0,0,7.4,0,19.8,152,0,0,0.15,15,0.06,0.94,0,0.015,불검출,0.003,0,0.0029,0,0.024,0.006,0.001,0,0,0,
7685,2020,6,경기도 평택시,송탄,복류수,(주)피엘아이환경기술연구원,0,불검출,0,0.22,0,0,0,0,0,0,1.3,0,0,0.046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,5.6,적합,적합,0.01,0,0,7.2,0.014,43.8,190,0,0,0.08,22,0.04,0.69,0.02,0.031,불검출,0.0129,0.0005,0.0017,0,0.037,0.012,0,0,0,0,
7686,2020,6,경기도 평택시,유천,복류수,(주)피엘아이환경기술연구원,0,불검출,0,0,0,0,0,0,0,0,1.4,0,0,0.043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,5,적합,적합,0,0,0,6.7,0.007,81.8,288,0,0,0.05,34,0,0.65,0.06,0.031,불검출,0.0041,0,0,0,0.033,0.01,0,0,0,0,
7687,2020,6,경기도 동두천시,동두천,하천수,한국수자원공사 한강유역본부,0,불검출,0,0,0,0,0,0,0,0,1.2,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,1,적합,적합,0,0,0,7,0,8.3,84,0,0,0.04,6,0.02,0.97,0,0.021,불검출,0.0043,0,0.0016,0,0.017,0.004,0,0,0,0,0
7688,2020,6,경기도 안산시,안산,호소수,자체수질검사,0,불검출,0,0,0,0,0,0,0,0,1.8,0,0,0.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,1.3,적합,적합,0,0,0,7.3,0,24.5,118,0,0,0.06,17,0.05,0.58,0.01,0.026,불검출,0.0067,0.0007,0.0012,0,0.017,0.007,0.003,0,0,0.001,
7689,2020,6,경기도 안산시,연성,호소수,자체수질검사,0,불검출,0,0,0,0,0,0,0,0,1.6,0,0,0.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,2.5,적합,적합,0,0,0,7.3,0,21,94,0,0,0.05,15,0.1,0.83,0.01,0.026,불검출,0.0114,0,0.0027,0,0.025,0.007,0,0,0,0,
7690,2020,6,경기도 과천시,과천시맑은물사업소,호소수,(주)피엘아이환경기술연구원,0,불검출,0,0,0,0,0,0,0,0,1.9,0,0,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,3.1,적합,적합,0,1,0,7.5,0,20,143,0,0,0.04,16,0,0.57,0,0.022,불검출,0.0112,0.0005,0.0019,0,0.021,0.005,0,0,0,0,0
7691,2020,6,경기도 구리시,토평,하천수,(주)혜성환경,0,불검출,0,0,0,0,0,0,0,0,1.4,0,0,0.037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,2.6,적합,적합,0,1,0,7.6,0.022,28.4,261,0,0,0.06,14,0.03,0.74,0,0.03,불검출,0.0007,0,0,0,0.007,0.007,0,0,0,0,0
7692,2020,6,경기도 남양주시,도곡,하천수,(주)다솔물환경연구소,0,불검출,0,0,0,0,0,0,0,0,2.3,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,1.2,적합,적합,0,1,0,7.4,0.004,18.8,105,0,0,0.11,14,0,0.67,0,0.019,불검출,0.0016,0.0005,0.001,0,0.032,0.008,0.003,0,0,0,0
7693,2020,6,경기도 남양주시,화도,하천수,(주)다솔물환경연구소,0,불검출,0,0,0,0,0,0,0,0,2.1,0,0,0.039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,3.6,적합,적합,0,1,0,7.6,0.933,14.8,59,0,0,0.11,9,0,0.8,0,0.032,불검출,0.003,0,0.0023,0,0.04,0.006,0.001,0,0,0.001,0
7694,2020,6,경기도 군포시,군포,호소수,(주)혜성환경,0,불검출,0,0,0,0,0,0,0,0,1.3,0,0,0.039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,1.9,적합,적합,0,1,0,7.3,0.013,18.3,209,0,0,0.17,12,0.04,0.62,0,0.03,불검출,0.001,0,0,0,0.005,0.009,0,0,0,0,
7695,2020,6,경기도 의왕시,청계,호소수,KOTITI시험연구원,0,불검출,0,0,0,0,0,0,0,0,1.5,0,0,0.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,2.1,적합,적합,0,0,0,8,0.006,21.2,136,0,0,0.15,16,0.04,0.68,0,0.047,불검출,0.0186,0.0054,0.0083,0,0.013,0.013,0.004,0,0,0,0
7696,2020,6,경기도 하남시,하남,하천수,KOTITI시험연구원,0,불검출,0,0,0,0,0,0,0,0,1.2,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,1.6,적합,적합,0,0,0,7.5,0,22,121,0,0,0.06,15,0.06,0.66,0,0.044,불검출,0.013,0.0024,0.0063,0,0.018,0.012,0.004,0,0,0,
7697,2020,6,경기도 용인시,용인,호소수,용인시 상수도사업소,0,불검출,0,0,0,0,0,0,0,0,1.4,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,2,적합,적합,0,0,0,7.3,0,24.2,145,0,0,0.06,17,0.08,0.98,0.01,0.023,불검출,0.0038,0,0,0,0.01,0.006,0.001,0,0,0,
7698,2020,6,경기도 파주시,문산,하천수,한국수자원공사 한강유역본부,0,불검출,0,0,0,0,0,0,0,0,1.9,0,0,0.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,1.4,적합,적합,0,0,0,7.1,0.006,32.9,159,0,0,0.04,19,0.02,0.77,0.01,0.02,불검출,0,0,0,0,0.006,0.009,0.003,0,0,0,
7699,2020,6,경기도 이천시,이천,하천수,수원시상수도사업소,0,불검출,0,0,0,0,0,0,0,0,2,0,0,0.049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,2.6,적합,적합,0.009,0,0,7.8,0.003,16.7,256,0,0,0.04,6,0.1,0.61,0.01,0.034,불검출,0.0172,0.035,0.0009,0,0.018,0.011,0.003,0.003,0,0,0
7700,2020,6,경기도 안성시,죽산,지하수,국립한경대학교 한경분석센터,0,불검출,0,0.37,0,0,0,0,0,0,1.7,0,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,1.6,적합,적합,0,0,0,7.3,0,18.3,199,0,0,0.04,14,0,0.41,0,0.003,불검출,0,0.002,0,0.001,0.008,0.004,0.005,0,0,0.0016,0
7701,2020,6,경기도 김포시,고촌,호소수,김포시-상수도사업소,0,불검출,0,0,0,0,0,0,0,0,1.6,0,0,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,1.9,적합,적합,0,0,0,7.2,0.01,19.9,164,0,0,0.08,16,0.03,0.68,0,0.01,불검출,0,0.0013,0,0,0.007,0.008,0.005,0,0,0,
7702,2020,6,경기도 광주시,광주1,호소수,한국수자원공사 한강유역본부,0,불검출,0,0,0,0,0,0,0,0,1.5,0,0,0.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,3,적합,적합,0,0,0,7.6,0,28,153,0,0,0.07,17,0.12,1.02,0.01,0.024,불검출,0.005,0,0.0017,0,0.017,0.008,0,0,0,0,
7703,2020,6,경기도 광주시,광주2,호소수,한국수자원공사 한강유역본부,0,불검출,0,0,0,0,0,0,0,0,1.5,0,0,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,2.2,적합,적합,0,0,0,7.2,0.012,27.2,157,0,0,0.05,17,0.02,0.89,0.02,0.015,불검출,0,0,0,0,0.001,0.009,0,0,0,0,
7704,2020,6,경기도 광주시,광주3,호소수,한국수자원공사 한강유역본부,0,불검출,0,0,0,0,0,0,0,0,1.6,0,0,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,2.3,적합,적합,0,0,0,7.4,0,25,151,0,0,0.06,16,0.03,0.92,0.01,0.022,불검출,0.0045,0,0.0023,0,0.018,0.007,0,0,0,0,
7705,2020,6,경기도 포천시,관인,지하수,(주)다솔물환경연구소,0,불검출,0,0,0,0,0,0,0,0,3.8,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,적합,적합,0,1,0,6.9,0.004,17.4,135,0,0,0.08,13,0.04,0.78,0,0.002,불검출,0.0005,0.0009,0,0,0.008,0,0,0,0,0,0
7706,2020,6,경기도 포천시,이동,지하수,(주)다솔물환경연구소,0,불검출,0,0.27,0,0,0,0,0,0,2.3,0,0,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,적합,적합,0,1,0,6.6,0.004,8.8,55,0,0,0.09,6,0.03,0.73,0,0.013,불검출,0.0019,0,0.0014,0,0.028,0,0,0,0,0,0
7707,2020,6,경기도 여주시,여주,하천수,KOTITI시험연구원,0,불검출,0,0,0,0,0,0,0,0,1.5,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,1.5,적합,적합,0,0,0,6.8,0,19.6,160,0,0,0.2,16,0.11,0.69,0.01,0.043,불검출,0.0108,0.0071,0.006,0,0.01,0.013,0.004,0,0,0,
7708,2020,6,경기도 연천군,연천,하천수,경기-보건환경연구원,0,불검출,0,0,0,0,0,0,0,0,1.3,0,0,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,적합,적합,0,0,0,7.2,0.015,7.1,95,0,0.004,0.09,6,0.03,0.79,0,0.016,불검출,0.0039,0,0.0026,0,0.003,0.004,0.001,0,0,0,0
7709,2020,6,경기도 가평군,가평통합,지하수,(주)일영랩,0,불검출,0,0,0,0,0,0,0,0,0.4,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,1.7,적합,적합,0.082,1,0,6.8,0,9.3,80,0,0,0.07,5,0,0.42,0,0.009,불검출,0.0011,0,0.0037,0,0.013,0.002,0,0,0,0,0
7710,2020,6,경기도 가평군,설악,지하수,(주)일영랩,0,불검출,0,0,0,0,0,0,0,0,1.8,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,2.3,적합,적합,0.028,1,0,6.8,0.026,13.5,115,0,0,0.07,8,0,0.1,0,0.004,불검출,0,0.0005,0.0013,0,0.003,0,0,0,0,0,0
7711,2020,6,경기도 가평군,현리,지하수,(주)일영랩,0,불검출,0,0,0,0,0,0,0,0,1.4,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,38,4.3,적합,적합,0,1,0,6.9,0.026,5.5,73,0,0,0.09,7,0,0.59,0,0.007,불검출,0.0008,0,0.003,0,0.009,0.001,0,0,0,0,0
7712,2020,6,경기도 양평군,양동,복류수,중앙생명과학원(주)서울연구원,0,불검출,0,0,0,0,0,0,0,0,4.2,0,0,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,1.6,적합,적합,0,0,0,7.2,0.037,17,127,0,0,0.09,11,0,0.8,0,0.019,불검출,0.0009,0,0,0,0.031,0.008,0,0,0,0,
7713,2020,6,경기도 양평군,양서,하천수,중앙생명과학원(주)서울연구원,0,불검출,0,0,0,0,0,0,0,0,1.2,0,0,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,1.7,적합,적합,0,0,0,6.6,0,15.6,88,0,0,0.07,9,0.04,0.56,0,0.016,불검출,0,0,0,0,0.017,0.005,0,0,0,0,
7714,2020,6,경기도 양평군,양평통합,복류수,중앙생명과학원(주)서울연구원,0,불검출,0,0,0,0,0,0,0,0,1.1,0,0,0.046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1.7,적합,적합,0,0,0,6.6,0.003,21.9,108,0,0,0.05,11,0.05,0.92,0,0.036,불검출,0.0012,0,0.001,0,0.043,0.001,0,0,0,0,
7715,2020,6,강원도 춘천시,소양,하천수,강원-보건환경연구원,0,불검출,0,0,0,0,0,0,0,0,1.3,0,0,0.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0.7,적합,적합,0,1,0,7,0,9.9,38,0,0,0.15,6,0,0.3,0,0.023,불검출,0.001,0,0.0007,0,0.002,0.003,0,0,0,0,0
7716,2020,6,강원도 춘천시,용산,하천수,강원-보건환경연구원,0,불검출,0,0,0,0,0,0,0,0,1,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0.9,적합,적합,0,1,0,7.5,0,10.8,78,0,0,0.07,7,0.06,0.2,0,0.023,불검출,0.0016,0,0.001,0,0.001,0.002,0,0,0,0,0
7717,2020,6,강원도 원주시,귀래,지하수,원주시 상.하수도사업본부,0,불검출,0,0,0,0,0,0,0,0,2.3,0,0,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,1.4,적합,적합,0,1,0,6.8,0.002,22,161,0,0,0.04,11,0,0.62,0.01,0.007,불검출,0.0011,0,0.0066,0,0.01,0.005,0,0,0,0.003,0
7718,2020,6,강원도 원주시,신림,지하수,원주시 상.하수도사업본부,0,불검출,0,0,0,0,0,0,0,0,4.7,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0.8,적합,적합,0,1,0,7.5,0,46.6,280,0,0,0.16,10,0,0.74,0,0,불검출,0,0,0.0014,0,0.001,0,0,0,0,0.001,0
7719,2020,6,강원도 원주시,원주(생활+공업),하천수,원주시 상.하수도사업본부,0,불검출,0,0,0,0,0,0,0,0,1.6,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,1.7,적합,적합,0,1,0,7.2,0,22.1,147,0,0,0.06,11,0.05,0.65,0.01,0.012,불검출,0.0013,0,0.0066,0,0.011,0.006,0,0,0,0,
7720,2020,6,강원도 강릉시,연곡,복류수,강원-보건환경연구원,0,불검출,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0.6,적합,적합,0.013,1,0,6.7,0.021,13.2,43,0,0,0.09,5,0,0.64,0,0,불검출,0,0,0.0005,0,0.002,0,0,0,0,0,
7721,2020,6,강원도 강릉시,홍제2,호소수,강원-보건환경연구원,0,불검출,0,0,0,0,0,0,0,0,0.6,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0.7,적합,적합,0,1,0,6.9,0.004,20,73,0,0,0.07,6,0,0.65,0,0.007,불검출,0.0018,0,0.0015,0,0.002,0,0,0,0,0,
7722,2020,6,강원도 강릉시,홍제3,호소수,강원-보건환경연구원,0,불검출,0,0,0,0,0,0,0,0,0.6,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0.6,적합,적합,0,1,0,7,0,19.7,71,0,0,0.08,6,0,0.9,0,0.01,불검출,0.0019,0,0.0018,0,0.001,0,0,0,0,0,
7723,2020,6,강원도 동해시,사문,복류수,강원-보건환경연구원,0,불검출,0,0,0,0,0,0,0,0,1.4,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0.6,적합,적합,0,1,0,7.7,0,13,160,0,0,0.02,12,0.09,0.23,0.02,0,불검출,0.0006,0.0009,0.0006,0,0,0.003,0.004,0,0,0,
7724,2020,6,강원도 동해시,쇄운,복류수,강원-보건환경연구원,0,불검출,0,0.18,0,0,0,0,0,0,1.4,0,0,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0.6,적합,적합,0,1,0,7.4,0,12,108,0,0,0.04,10,0.06,0.31,0.02,0,불검출,0.0005,0.0006,0.0006,0,0,0.005,0.005,0,0,0,
7725,2020,6,강원도 동해시,이원,복류수,강원-보건환경연구원,0,불검출,0,0.21,0,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0.7,적합,적합,0,1,0,7.6,0.002,10,109,0,0,0.02,11,0,0.22,0.02,0,불검출,0,0,0,0,0,0,0,0,0,0,
